"","site","site_id","start_date","end_date","benzene","benzene_flag","toluene","toluene_flag","etbenz","etbenz_flag","xylenes","xylenes_flag","btex","btex_flag","mpxylene","mpxylene_flag","oxylene","oxylene_flag","trichlorofluoromethane","tcfm_flag","hexane","hexane_flag","hexane2methyl","hexane2methyl_flag","heptane","heptane_flag","heptane3methyl","heptane3methyl_flag","octane","octane_flag","tce","tce_flag","nonane","nonane_flag","propylbenzene","propylbenzene_flag","benz1ethyl3methyl","benz1ethyl3methyl_flag","benz1ethyl4methyl","benz1ethyl4methyl_flag","decane","decane_flag","mesitylene","mesitylene_flag","benz1ethyl2methyl","benz1ethyl2methyl_flag","benz12chloro","benz12chloro_flag","undecane","undecane_flag","dodecane","dodecane_flag","site_type","lat","long"
"206","28th & Point Breeze",5,2023-11-15 11:22:00,2023-11-22 11:57:00,0.794,"REG",1.039,"REG",0.231,"REG",2.03,"REG",4.094,"REG",1.671,"REG",0.359,"REG",0.169,"REG",0.494,"REG",0.316,"REG",0.32,"REG",0.336,"REG",0.138,"REG",0.044,"REG",0.167,"REG",0.066,"REG",0.128,"REG",0.056,"REG",0.133,"REG",0.172,"REG",0.048,"REG",0.02,"LOD",0.106,"REG",0.044,"LOD","stationary","39.92624784"," -75.1923165"
"207","25th & Point Breeze",6,2023-11-15 11:13:00,2023-11-22 12:03:00,0.497,"REG",0.722,"REG",0.162,"REG",1.299,"REG",2.68,"REG",1.07,"REG",0.229,"REG",0.174,"REG",0.388,"REG",0.303,"REG",0.269,"REG",0.196,"REG",0.105,"REG",0.031,"REG",0.124,"REG",0.048,"LOD",0.087,"REG",0.026,"LOD",0.084,"REG",0.098,"REG",0.034,"LOD",0.026,"REG",0.066,"LOD",0.034,"LOD","stationary","39.92771763"," -75.1873965"
"208","Morris & Point Breeze",7,2023-11-15 11:06:00,2023-11-22 12:08:00,0.478,"REG",0.621,"REG",0.137,"REG",1.103,"REG",2.339,"REG",0.906,"REG",0.197,"REG",0.164,"REG",0.341,"REG",0.197,"REG",0.211,"REG",0.173,"REG",0.068,"REG",0.026,"REG",0.082,"REG",0.042,"LOD",0.076,"REG",0.033,"REG",0.089,"REG",0.09,"REG",0.031,"LOD",0.048,"REG",0.112,"REG",0.055,"REG","stationary","39.93094655"," -75.1829941"
"209","24th & Ritner",8,2023-11-15 11:30:00,2023-11-22 12:14:00,0.553,"REG",0.727,"REG",0.172,"REG",1.419,"REG",2.871,"REG",1.169,"REG",0.25,"REG",0.165,"REG",0.533,"REG",0.329,"REG",0.314,"REG",0.313,"REG",0.142,"REG",0.035,"REG",0.195,"REG",0.054,"LOD",0.101,"REG",0.041,"REG",0.123,"REG",0.131,"REG",0.041,"REG",0.02,"LOD",0.106,"REG",0.034,"LOD","stationary","39.92296389"," -75.186874"
"210","26th & Hartranft",9,2023-11-15 11:57:00,2023-11-22 12:25:00,0.479,"REG",0.543,"REG",0.167,"REG",1.472,"REG",2.661,"REG",1.227,"REG",0.245,"REG",0.17,"REG",0.6,"REG",0.468,"REG",0.474,"REG",0.604,"REG",0.27,"REG",0.057,"REG",0.36,"REG",0.084,"REG",0.125,"REG",0.063,"REG",0.268,"REG",0.197,"REG",0.055,"REG",0.009,"LOD",0.278,"REG",0.146,"REG","stationary","39.91327125"," -75.1922011"
"211","Bartram’s Garden",1,2023-11-22 11:25:00,2023-11-29 09:47:00,0.316,"REG",0.268,"REG",0.054,"REG",0.382,"REG",1.02,"REG",0.313,"REG",0.069,"REG",0.086,"REG",0.146,"REG",0.067,"REG",0.085,"REG",0.046,"LOD",0.035,"REG",0.013,"REG",0.059,"REG",0.012,"LOD",0.025,"LOD",0.011,"LOD",0.032,"LOD",0.024,"REG",0.01,"LOD",0.026,"REG",0.027,"LOD",0.012,"LOD","stationary","39.92896"," -75.212541"
"212","Essington & Mingo",2,2023-11-22 11:37:00,2023-11-29 10:02:00,0.372,"REG",0.417,"REG",0.089,"REG",0.686,"REG",1.564,"REG",0.57,"REG",0.116,"REG",0.091,"REG",0.226,"REG",0.114,"REG",0.131,"REG",0.07,"LOD",0.061,"REG",0.018,"REG",0.097,"REG",0.018,"LOD",0.039,"LOD",0.015,"LOD",0.037,"LOD",0.041,"REG",0.014,"LOD",0.015,"LOD",0.041,"LOD",0.018,"LOD","stationary","39.90131732"," -75.2250262"
"213","61st & Passyunk",3,2023-11-22 11:44:00,2023-11-29 10:10:00,0.548,"REG",1.21,"REG",0.269,"REG",2.381,"REG",4.408,"REG",1.965,"REG",0.416,"REG",0.134,"REG",0.767,"REG",0.407,"REG",0.441,"REG",0.293,"REG",0.152,"REG",0.013,"REG",0.159,"REG",0.067,"REG",0.151,"REG",0.06,"REG",0.061,"REG",0.158,"REG",0.048,"REG",0.015,"LOD",0.054,"LOD",0.018,"LOD","stationary","39.91820446"," -75.2085474"
"214","28th & Passyunk",4,2023-11-22 11:49:00,2023-11-29 10:18:00,0.422,"REG",0.46,"REG",0.119,"REG",1.239,"REG",2.24,"REG",1.028,"REG",0.211,"REG",0.095,"REG",0.406,"REG",0.227,"REG",0.253,"REG",0.258,"REG",0.19,"REG",0.013,"REG",0.231,"REG",0.042,"LOD",0.091,"REG",0.045,"REG",0.144,"REG",0.141,"REG",0.031,"LOD",0.015,"LOD",0.114,"REG",0.04,"LOD","stationary","39.92061091"," -75.1955879"
"215","28th & Passyunk",4,2023-11-22 11:49:00,2023-11-29 10:18:00,0.416,"REG",0.43,"REG",0.114,"REG",1.115,"REG",2.075,"REG",0.92,"REG",0.195,"REG",0.243,"REG",0.406,"REG",0.234,"REG",0.24,"REG",0.27,"REG",0.173,"REG",0.013,"REG",0.197,"REG",0.036,"LOD",0.084,"REG",0.038,"REG",0.139,"REG",0.124,"REG",0.031,"LOD",0.009,"LOD",0.107,"REG",0.034,"LOD","stationary","39.92061091"," -75.1955879"
"216","28th & Point Breeze",5,2023-11-22 11:57:00,2023-11-29 10:27:00,0.385,"REG",0.438,"REG",0.094,"REG",0.724,"REG",1.641,"REG",0.598,"REG",0.126,"REG",0.095,"REG",0.24,"REG",0.113,"REG",0.15,"REG",0.081,"REG",0.115,"REG",0.013,"REG",0.159,"REG",0.024,"LOD",0.049,"REG",0.019,"LOD",0.051,"LOD",0.049,"REG",0.017,"LOD",0.021,"LOD",0.047,"LOD",0.023,"LOD","stationary","39.92624784"," -75.1923165"
"217","Morris & Point Breeze",7,2023-11-22 12:08:00,2023-11-29 10:37:00,0.397,"REG",0.426,"REG",0.089,"REG",0.691,"REG",1.603,"REG",0.57,"REG",0.121,"REG",0.1,"REG",0.206,"REG",0.093,"REG",0.13,"REG",0.069,"LOD",0.081,"REG",0.013,"REG",0.135,"REG",0.018,"LOD",0.046,"REG",0.019,"LOD",0.046,"LOD",0.049,"REG",0.017,"LOD",0.043,"REG",0.054,"LOD",0.018,"LOD","stationary","39.93094655"," -75.1829941"
"218","25th & Point Breeze",6,2023-11-22 12:03:00,2023-11-29 10:42:00,0.384,"REG",0.485,"REG",0.094,"REG",0.758,"REG",1.721,"REG",0.626,"REG",0.132,"REG",0.105,"REG",0.213,"REG",0.113,"REG",0.143,"REG",0.081,"REG",0.065,"REG",0.013,"REG",0.097,"REG",0.024,"LOD",0.046,"REG",0.019,"LOD",0.056,"REG",0.049,"REG",0.017,"LOD",0.026,"REG",0.041,"LOD",0.012,"LOD","stationary","39.92771763"," -75.1873965"
"219","24th & Ritner",8,2023-11-22 12:14:00,2023-11-29 10:57:00,0.378,"REG",0.348,"REG",0.079,"REG",0.603,"REG",1.408,"REG",0.498,"REG",0.105,"REG",0.095,"REG",0.206,"REG",0.093,"REG",0.13,"REG",0.081,"REG",0.085,"REG",0.013,"REG",0.13,"REG",0.018,"LOD",0.042,"LOD",0.019,"LOD",0.056,"REG",0.049,"REG",0.017,"LOD",0.026,"REG",0.047,"LOD",0.018,"LOD","stationary","39.92296389"," -75.186874"
"220","26th & Hartranft",9,2023-11-22 12:26:00,2023-11-29 11:09:00,0.378,"REG",0.391,"REG",0.094,"REG",0.913,"REG",1.776,"REG",0.755,"REG",0.158,"REG",0.1,"REG",0.319,"REG",0.18,"REG",0.214,"REG",0.222,"REG",0.181,"REG",0.013,"REG",0.283,"REG",0.036,"LOD",0.081,"REG",0.038,"REG",0.202,"REG",0.124,"REG",0.031,"LOD",0.009,"LOD",0.207,"REG",0.093,"REG","stationary","39.91327125"," -75.1922011"
"221","Bartram’s Garden",1,2023-11-29 09:49:00,2023-12-06 11:55:00,0.378,"REG",0.551,"REG",0.116,"REG",0.888,"REG",1.933,"REG",0.73,"REG",0.158,"REG",0.079,"REG",0.332,"REG",0.157,"REG",0.192,"REG",0.115,"REG",0.039,"REG",0.017,"REG",0.042,"REG",0.03,"LOD",0.055,"REG",0.022,"LOD",0.051,"LOD",0.057,"REG",0.02,"LOD",0.03,"REG",0.042,"LOD",0.021,"LOD","stationary","39.92896"," -75.212541"
"222","Essington & Mingo",2,2023-11-29 10:03:00,2023-12-06 12:12:00,0.445,"REG",0.676,"REG",0.131,"REG",1.002,"REG",2.254,"REG",0.828,"REG",0.174,"REG",0.079,"REG",0.43,"REG",0.196,"REG",0.211,"REG",0.115,"REG",0.039,"REG",0.03,"REG",0.047,"REG",0.03,"LOD",0.065,"REG",0.03,"REG",0.075,"REG",0.065,"REG",0.024,"LOD",0.009,"LOD",0.075,"LOD",0.042,"LOD","stationary","39.90131732"," -75.2250262"
"223","61st & Passyunk",3,2023-11-29 10:11:00,2023-12-06 12:21:00,0.549,"REG",1.217,"REG",0.258,"REG",2.154,"REG",4.178,"REG",1.779,"REG",0.375,"REG",0.079,"REG",0.829,"REG",0.398,"REG",0.439,"REG",0.3,"REG",0.109,"REG",0.022,"REG",0.103,"REG",0.065,"REG",0.141,"REG",0.059,"REG",0.103,"REG",0.147,"REG",0.047,"REG",0.014,"LOD",0.108,"REG",0.048,"LOD","stationary","39.91820446"," -75.2085474"
"224","28th & Passyunk",4,2023-11-29 10:19:00,2023-12-06 12:27:00,0.684,"REG",0.872,"REG",0.273,"REG",2.491,"REG",4.32,"REG",2.101,"REG",0.39,"REG",0.079,"REG",0.933,"REG",0.575,"REG",0.59,"REG",0.576,"REG",0.239,"REG",0.022,"REG",0.402,"REG",0.113,"REG",0.199,"REG",0.092,"REG",0.371,"REG",0.343,"REG",0.078,"REG",0.014,"LOD",0.33,"REG",0.143,"REG","stationary","39.92061091"," -75.1955879"
"225","28th & Point Breeze",5,2023-11-29 10:28:00,2023-12-06 12:36:00,0.525,"REG",0.759,"REG",0.17,"REG",1.386,"REG",2.84,"REG",1.15,"REG",0.236,"REG",0.084,"REG",0.502,"REG",0.268,"REG",0.312,"REG",0.207,"REG",0.109,"REG",0.044,"REG",0.168,"REG",0.053,"LOD",0.096,"REG",0.041,"REG",0.132,"REG",0.122,"REG",0.037,"REG",0.02,"LOD",0.127,"REG",0.058,"REG","stationary","39.92624784"," -75.1923165"
"226","Morris & Point Breeze",7,2023-11-29 10:38:00,2023-12-06 13:14:00,0.578,"REG",0.811,"REG",0.169,"REG",1.368,"REG",2.926,"REG",1.133,"REG",0.235,"REG",0.079,"REG",0.455,"REG",0.228,"REG",0.274,"REG",0.172,"REG",0.08,"REG",0.022,"REG",0.149,"REG",0.047,"LOD",0.096,"REG",0.037,"REG",0.122,"REG",0.106,"REG",0.034,"LOD",0.036,"REG",0.114,"REG",0.048,"LOD","stationary","39.93094655"," -75.1829941"
"227","25th & Point Breeze",6,2023-11-29 10:43:00,2023-12-06 13:18:00,0.536,"REG",0.865,"REG",0.179,"REG",1.458,"REG",3.038,"REG",1.202,"REG",0.256,"REG",0.079,"REG",0.507,"REG",0.306,"REG",0.305,"REG",0.195,"REG",0.076,"REG",0.048,"REG",0.117,"REG",0.053,"LOD",0.103,"REG",0.041,"REG",0.117,"REG",0.122,"REG",0.037,"REG",0.02,"LOD",0.107,"REG",0.042,"LOD","stationary","39.92771763"," -75.1873965"
"228","24th & Ritner",8,2023-11-29 10:55:00,2023-12-06 13:27:00,0.621,"REG",0.811,"REG",0.179,"REG",1.427,"REG",3.038,"REG",1.182,"REG",0.245,"REG",0.079,"REG",0.553,"REG",0.306,"REG",0.343,"REG",0.218,"REG",0.104,"REG",0.022,"REG",0.159,"REG",0.053,"LOD",0.103,"REG",0.044,"REG",0.127,"REG",0.13,"REG",0.037,"REG",0.02,"LOD",0.121,"REG",0.058,"REG","stationary","39.92296389"," -75.186874"
"229","26th & Hartranft",9,2023-11-29 11:10:00,2023-12-06 13:40:00,0.493,"REG",0.591,"REG",0.15,"REG",1.219,"REG",2.453,"REG",1.015,"REG",0.204,"REG",0.093,"REG",0.508,"REG",0.313,"REG",0.324,"REG",0.334,"REG",0.108,"REG",0.017,"REG",0.177,"REG",0.065,"REG",0.096,"REG",0.048,"REG",0.175,"REG",0.138,"REG",0.04,"REG",0.009,"LOD",0.199,"REG",0.116,"REG","stationary","39.91327125"," -75.1922011"
"230","Bartram’s Garden",1,2023-12-06 11:57:00,2023-12-13 13:35:00,0.422,"REG",0.686,"REG",0.166,"REG",1.354,"REG",2.628,"REG",1.118,"REG",0.236,"REG",0.243,"REG",0.451,"REG",0.255,"REG",0.237,"REG",0.162,"REG",0.052,"REG",0.022,"REG",0.071,"REG",0.042,"LOD",0.083,"REG",0.033,"REG",0.07,"REG",0.09,"REG",0.03,"LOD",0.041,"REG",0.062,"LOD",0.032,"LOD","stationary","39.92896"," -75.212541"
"231","Essington & Mingo",2,2023-12-06 12:12:00,2023-12-13 13:57:00,0.501,"REG",0.945,"REG",0.185,"REG",1.531,"REG",3.162,"REG",1.264,"REG",0.267,"REG",0.248,"REG",0.582,"REG",0.36,"REG",0.3,"REG",0.173,"REG",0.064,"REG",0.039,"REG",0.061,"REG",0.042,"LOD",0.09,"REG",0.037,"REG",0.07,"REG",0.098,"REG",0.034,"LOD",0.014,"LOD",0.069,"LOD",0.042,"LOD","stationary","39.90131732"," -75.2250262"
"232","61st & Passyunk",3,2023-12-06 12:22:00,2023-12-13 14:03:00,0.606,"REG",1.484,"REG",0.362,"REG",3.071,"REG",5.523,"REG",2.535,"REG",0.536,"REG",0.248,"REG",0.982,"REG",0.622,"REG",0.548,"REG",0.416,"REG",0.162,"REG",0.026,"REG",0.192,"REG",0.095,"REG",0.196,"REG",0.089,"REG",0.166,"REG",0.221,"REG",0.075,"REG",0.02,"LOD",0.154,"REG",0.074,"REG","stationary","39.91820446"," -75.2085474"
"233","28th & Passyunk",4,2023-12-06 12:28:00,2023-12-13 14:08:00,0.655,"REG",0.999,"REG",0.352,"REG",3.175,"REG",5.181,"REG",2.675,"REG",0.5,"REG",0.248,"REG",1.106,"REG",0.786,"REG",0.63,"REG",0.659,"REG",0.24,"REG",0.022,"REG",0.421,"REG",0.149,"REG",0.265,"REG",0.126,"REG",0.544,"REG",0.434,"REG",0.105,"REG",0.014,"LOD",0.481,"REG",0.212,"REG","stationary","39.92061091"," -75.1955879"
"234","28th & Point Breeze",5,2023-12-06 12:36:00,2023-12-13 14:13:00,0.502,"REG",0.707,"REG",0.17,"REG",1.437,"REG",2.816,"REG",1.195,"REG",0.242,"REG",0.225,"REG",0.504,"REG",0.314,"REG",0.281,"REG",0.208,"REG",0.08,"REG",0.017,"REG",0.136,"REG",0.054,"LOD",0.1,"REG",0.041,"REG",0.137,"REG",0.123,"REG",0.037,"REG",0.02,"LOD",0.134,"REG",0.064,"REG","stationary","39.92624784"," -75.1923165"
"235","Crescent Park",16,2023-12-06 12:53:00,2023-12-13 14:27:00,0.397,"REG",0.586,"REG",0.146,"REG",1.183,"REG",2.312,"REG",0.978,"REG",0.205,"REG",0.225,"REG",0.366,"REG",0.216,"REG",0.199,"REG",0.127,"REG",0.039,"REG",0.026,"REG",0.057,"REG",0.036,"LOD",0.069,"REG",0.033,"REG",0.075,"REG",0.082,"REG",0.027,"LOD",0.025,"REG",0.075,"LOD",0.037,"LOD","rotating","39.93965"," -75.204199"
"236","Carl Moore Health Center",19,2023-12-06 13:01:00,2023-12-13 14:32:00,0.563,"REG",0.783,"REG",0.18,"REG",1.455,"REG",2.981,"REG",1.203,"REG",0.252,"REG",0.211,"REG",0.471,"REG",0.282,"REG",0.25,"REG",0.162,"REG",0.052,"REG",0.022,"REG",0.061,"REG",0.048,"LOD",0.097,"REG",0.041,"REG",0.099,"REG",0.107,"REG",0.037,"REG",0.031,"REG",0.082,"LOD",0.037,"LOD","rotating","39.93592967"," -75.19557444"
"237","Morris & Point Breeze",7,2023-12-06 13:14:00,2023-12-13 14:43:00,0.557,"REG",0.733,"REG",0.166,"REG",1.342,"REG",2.798,"REG",1.105,"REG",0.237,"REG",0.201,"REG",0.484,"REG",0.288,"REG",0.263,"REG",0.162,"REG",0.076,"REG",0.022,"REG",0.141,"REG",0.054,"LOD",0.11,"REG",0.048,"REG",0.137,"REG",0.123,"REG",0.041,"REG",0.096,"REG",0.141,"REG",0.058,"REG","stationary","39.93094655"," -75.1829941"
"238","25th & Point Breeze",6,2023-12-06 13:20:00,2023-12-13 14:19:00,0.491,"REG",0.836,"REG",0.176,"REG",1.453,"REG",2.956,"REG",1.2,"REG",0.253,"REG",0.207,"REG",0.512,"REG",0.533,"REG",0.327,"REG",0.174,"REG",0.081,"REG",0.018,"REG",0.132,"REG",0.048,"LOD",0.1,"REG",0.045,"REG",0.138,"REG",0.115,"REG",0.037,"REG",0.025,"REG",0.122,"REG",0.053,"LOD","stationary","39.92771763"," -75.1873965"
"239","Essington & Mingo",2,2023-12-13 13:57:00,2023-12-20 10:27:00,0.397,"REG",0.591,"REG",0.115,"REG",0.927,"REG",2.03,"REG",0.769,"REG",0.158,"REG",0.468,"REG",0.337,"REG",0.209,"REG",0.166,"REG",0.095,"REG",0.028,"REG",0.041,"REG",0.039,"REG",0.025,"LOD",0.053,"REG",0.019,"LOD",0.067,"REG",0.051,"REG",0.021,"LOD",0.009,"LOD",0.071,"LOD",0.033,"LOD","stationary","39.90131732"," -75.2250262"
"240","24th & Ritner",8,2023-12-06 13:27:00,2023-12-13 14:49:00,0.564,"REG",0.733,"REG",0.176,"REG",1.39,"REG",2.863,"REG",1.148,"REG",0.242,"REG",0.225,"REG",0.524,"REG",0.321,"REG",0.301,"REG",0.208,"REG",0.125,"REG",0.022,"REG",0.216,"REG",0.048,"LOD",0.104,"REG",0.045,"REG",0.152,"REG",0.123,"REG",0.041,"REG",0.02,"LOD",0.154,"REG",0.069,"REG","stationary","39.92296389"," -75.186874"
"241","26th & Hartranft",9,2023-12-06 13:40:00,2023-12-13 14:59:00,0.447,"REG",0.566,"REG",0.146,"REG",1.16,"REG",2.319,"REG",0.965,"REG",0.195,"REG",0.202,"REG",0.472,"REG",0.302,"REG",0.288,"REG",0.255,"REG",0.101,"REG",0.017,"REG",0.174,"REG",0.06,"REG",0.093,"REG",0.041,"REG",0.2,"REG",0.131,"REG",0.041,"REG",0.009,"LOD",0.24,"REG",0.149,"REG","stationary","39.91327125"," -75.1922011"
"242","Audenreid",18,2023-12-06 13:53:00,2023-12-13 14:36:00,0.597,"REG",0.971,"REG",0.221,"REG",1.807,"REG",3.596,"REG",1.491,"REG",0.316,"REG",0.226,"REG",0.638,"REG",0.389,"REG",0.34,"REG",0.232,"REG",0.085,"REG",0.022,"REG",0.104,"REG",0.054,"LOD",0.121,"REG",0.048,"REG",0.094,"REG",0.132,"REG",0.044,"REG",0.031,"REG",0.095,"REG",0.043,"LOD","rotating","39.93416729"," -75.19723264"
"243","Bartram’s Garden",1,2023-12-13 13:39:00,2023-12-20 10:17:00,0.359,"REG",0.444,"REG",0.095,"REG",0.742,"REG",1.64,"REG",0.61,"REG",0.132,"REG",0.463,"REG",0.303,"REG",0.162,"REG",0.146,"REG",0.095,"REG",0.045,"REG",0.022,"REG",0.063,"REG",0.025,"LOD",0.05,"REG",0.027,"LOD",0.062,"REG",0.059,"REG",0.021,"LOD",0.037,"REG",0.064,"LOD",0.027,"LOD","stationary","39.92896"," -75.212541"
"244","28th & Point Breeze",5,2023-12-13 14:13:00,2023-12-20 10:41:00,0.429,"REG",0.596,"REG",0.13,"REG",1.082,"REG",2.237,"REG",0.892,"REG",0.19,"REG",0.454,"REG",0.405,"REG",0.23,"REG",0.218,"REG",0.143,"REG",0.091,"REG",0.023,"REG",0.174,"REG",0.037,"LOD",0.078,"REG",0.034,"REG",0.107,"REG",0.093,"REG",0.031,"LOD",0.015,"LOD",0.118,"REG",0.049,"LOD","stationary","39.92624784"," -75.1923165"
"245","25th & Point Breeze",6,2023-12-13 14:18:00,2023-12-20 10:44:00,0.448,"REG",0.785,"REG",0.191,"REG",1.685,"REG",3.109,"REG",1.399,"REG",0.286,"REG",0.251,"REG",0.391,"REG",0.392,"REG",0.264,"REG",0.131,"REG",0.066,"REG",0.027,"REG",0.174,"REG",0.049,"LOD",0.1,"REG",0.042,"REG",0.151,"REG",0.118,"REG",0.038,"REG",0.02,"LOD",0.152,"REG",0.044,"LOD","stationary","39.92771763"," -75.1873965"
"246","25th & Point Breeze",6,2023-12-13 14:18:00,2023-12-20 10:45:00,0.441,"REG",0.768,"REG",0.186,"REG",1.659,"REG",3.054,"REG",1.378,"REG",0.281,"REG",0.241,"REG",0.378,"REG",0.378,"REG",0.251,"REG",0.131,"REG",0.053,"REG",0.027,"REG",0.126,"REG",0.049,"LOD",0.096,"REG",0.042,"REG",0.141,"REG",0.11,"REG",0.038,"REG",0.02,"LOD",0.132,"REG",0.038,"LOD","stationary","39.92771763"," -75.1873965"
"247","Crescent Park",16,2023-12-13 14:27:00,2023-12-20 10:53:00,0.397,"REG",0.492,"REG",0.105,"REG",0.823,"REG",1.817,"REG",0.675,"REG",0.148,"REG",0.241,"REG",0.297,"REG",0.162,"REG",0.264,"REG",0.107,"REG",0.433,"REG",0.027,"REG",0.459,"REG",0.037,"LOD",0.068,"REG",0.031,"REG",0.077,"REG",0.076,"REG",0.028,"LOD",0.032,"REG",0.084,"LOD",0.033,"LOD","rotating","39.93965"," -75.204199"
"248","Carl Moore Health Center",19,2023-12-13 14:32:00,2023-12-20 10:59:00,0.499,"REG",0.643,"REG",0.135,"REG",1.115,"REG",2.392,"REG",0.914,"REG",0.201,"REG",0.241,"REG",0.364,"REG",0.216,"REG",0.192,"REG",0.131,"REG",0.045,"REG",0.023,"REG",0.111,"REG",0.049,"LOD",0.092,"REG",0.042,"REG",0.166,"REG",0.11,"REG",0.038,"REG",0.026,"REG",0.139,"REG",0.038,"LOD","rotating","39.93592967"," -75.19557444"
"249","Audenreid",18,2023-12-13 14:36:00,2023-12-20 11:03:00,0.505,"REG",0.785,"REG",0.171,"REG",1.409,"REG",2.87,"REG",1.16,"REG",0.249,"REG",0.217,"REG",0.486,"REG",0.291,"REG",0.258,"REG",0.191,"REG",0.066,"REG",0.023,"REG",0.087,"REG",0.043,"LOD",0.096,"REG",0.038,"REG",0.062,"REG",0.101,"REG",0.035,"LOD",0.02,"LOD",0.064,"LOD",0.027,"LOD","rotating","39.93416729"," -75.19723264"
"250","Morris & Point Breeze",7,2023-12-13 14:43:00,2023-12-20 11:11:00,0.498,"REG",0.665,"REG",0.135,"REG",1.122,"REG",2.42,"REG",0.921,"REG",0.201,"REG",0.212,"REG",0.378,"REG",0.223,"REG",0.212,"REG",0.143,"REG",0.07,"REG",0.023,"REG",0.136,"REG",0.043,"LOD",0.089,"REG",0.042,"REG",0.117,"REG",0.101,"REG",0.035,"LOD",0.06,"REG",0.132,"REG",0.055,"LOD","stationary","39.93094655"," -75.1829941"
"251","24th & Ritner",8,2023-12-13 14:49:00,2023-12-20 11:16:00,0.511,"REG",0.57,"REG",0.125,"REG",1.015,"REG",2.221,"REG",0.835,"REG",0.18,"REG",0.212,"REG",0.459,"REG",0.257,"REG",0.231,"REG",0.167,"REG",0.074,"REG",0.023,"REG",0.121,"REG",0.037,"LOD",0.075,"REG",0.031,"REG",0.127,"REG",0.093,"REG",0.028,"LOD",0.026,"REG",0.125,"REG",0.055,"LOD","stationary","39.92296389"," -75.186874"
"252","28th & Passyunk",4,2023-12-13 14:07:00,2023-12-20 10:35:00,0.492,"REG",0.639,"REG",0.181,"REG",1.633,"REG",2.945,"REG",1.363,"REG",0.27,"REG",0.478,"REG",0.709,"REG",0.473,"REG",0.395,"REG",0.346,"REG",0.125,"REG",0.023,"REG",0.194,"REG",0.068,"REG",0.139,"REG",0.065,"REG",0.275,"REG",0.211,"REG",0.052,"REG",0.015,"LOD",0.294,"REG",0.137,"REG","stationary","39.92061091"," -75.1955879"
"253","61st & Passyunk",3,2023-12-13 14:03:00,2023-12-20 10:32:00,0.581,"REG",1.298,"REG",0.292,"REG",2.508,"REG",4.679,"REG",2.072,"REG",0.436,"REG",0.487,"REG",0.911,"REG",0.54,"REG",0.447,"REG",0.31,"REG",0.133,"REG",0.032,"REG",0.165,"REG",0.08,"REG",0.171,"REG",0.069,"REG",0.122,"REG",0.177,"REG",0.059,"REG",0.015,"LOD",0.125,"REG",0.055,"LOD","stationary","39.91820446"," -75.2085474"
"254","26th & Hartranft",9,2023-12-13 14:59:00,2023-12-20 11:22:00,0.207,"REG",0.231,"REG",0.054,"REG",0.437,"REG",0.929,"REG",0.361,"REG",0.076,"REG",0.111,"REG",0.239,"REG",0.25,"REG",0.117,"REG",0.155,"REG",0.028,"REG",0.011,"REG",0.049,"REG",0.022,"LOD",0.034,"REG",0.015,"REG",0.077,"REG",0.046,"REG",0.014,"LOD",0.003,"LOD",0.105,"REG",0.069,"REG","stationary","39.91327125"," -75.1922011"
"255","Bartram’s Garden",1,2024-01-03 11:30:00,2024-01-10 11:48:00,0.48,"REG",0.504,"REG",0.099,"REG",0.661,"REG",1.744,"REG",0.541,"REG",0.12,"REG",0.103,"REG",0.285,"REG",0.188,"REG",0.16,"REG",0.111,"REG",0.054,"REG",0.021,"REG",0.067,"REG",0.024,"LOD",0.044,"REG",0.022,"LOD",0.053,"REG",0.057,"REG",0.017,"LOD",0.02,"LOD",0.038,"LOD",0.013,"LOD","stationary","39.92896"," -75.212541"
"256","Essington & Mingo",2,2024-01-03 11:57:00,2024-01-10 11:59:00,0.648,"REG",1.062,"REG",0.183,"REG",1.308,"REG",3.201,"REG",1.073,"REG",0.235,"REG",0.108,"REG",0.516,"REG",0.4,"REG",0.288,"REG",0.169,"REG",0.116,"REG",0.034,"REG",0.205,"REG",0.042,"LOD",0.076,"REG",0.037,"REG",0.077,"REG",0.082,"REG",0.027,"LOD",0.009,"LOD",0.071,"LOD",0.024,"LOD","stationary","39.90131732"," -75.2250262"
"257","61st & Passyunk",3,2024-01-03 12:03:00,2024-01-10 12:05:00,0.784,"REG",1.644,"ULOD",0.387,"REG",2.785,"REG",5.6,"REG",2.299,"REG",0.486,"REG",0.113,"REG",0.973,"REG",0.724,"REG",0.55,"REG",0.403,"REG",0.186,"REG",0.021,"REG",0.19,"REG",0.084,"REG",0.17,"REG",0.074,"REG",0.106,"REG",0.198,"REG",0.062,"REG",0.014,"LOD",0.091,"REG",0.04,"LOD","stationary","39.91820446"," -75.2085474"
"258","28th & Passyunk",4,2024-01-03 12:07:00,2024-01-10 12:10:00,0.66,"REG",0.779,"REG",0.174,"REG",1.381,"REG",2.994,"REG",1.13,"REG",0.251,"REG",0.108,"REG",0.655,"REG",0.532,"REG",0.41,"REG",0.356,"REG",0.182,"REG",0.016,"REG",0.304,"REG",0.06,"REG",0.104,"REG",0.052,"REG",0.203,"REG",0.164,"REG",0.041,"REG",0.009,"LOD",0.17,"REG",0.077,"REG","stationary","39.92061091"," -75.1955879"
